rxn	lb	ub
HPYRI	-100.0	100.0
HPYRRx	-100.0	100.0
HPYRRy	-100.0	100.0
HSST	0.09794254981310502	0.10247445201956396
HSTPT	0.060375544405289396	0.06316918283907144
HXPRT	-99.99530412432402	100.0
HYPOE	0.0	100.0
ICDHyr	-99.25496578203771	100.0
ICL	-100.0	100.0
IDOND	-100.0	100.0
IDOND2	-99.15964242841792	100.0
IG3PS	0.060375544405289396	0.06316918275174135
IGPDH	0.060375544405289396	0.06316918275174135
IGPS	0.03622532664321909	0.03790146773500543
ILETA	-0.1937188271042345	-0.18515166951083017
IMPC	-0.4085705533602919	-0.39050164197999493
IMPD	-99.8132316075789	100.0
INSK	-100.0	100.0
IPDDIi	0.0	-0.0
IPDPS	0.0	-0.0
IPMD	0.2871192556166551	0.3004045579748289
IPPMIa	-0.3004045579748289	-0.2871192556166551
IPPMIb	-0.3004045579748289	-0.2871192556166551
IPPS	0.2871192556166551	0.3004045579748289
KARA1i	0.5568362668175352	0.5824226630270382
KARA2i	0.18515166950973896	0.19371882710530602
KAS14	-99.85351685416369	100.0
KAS15	-100.0	100.0
KAS16	0.022540203244671986	0.023583161560640775
KDOCT2	0.028175254055617494	0.02947895195087291
KDOPP	0.028175254055617494	0.02947895195087291
KDOPS	0.028175254055617494	0.02947895195087291
LDHD2	0.0	99.60557827429895
LEUTAi	0.2871192556182649	0.3004045579732093
L-LACD2	1.3500311979441904e-13	100.0
L-LACD3	-99.04800429803436	-0.0
LPADSS	0.0056350508111679964	0.005895790390159861
LPLIPA1	-100.0	99.99955743792759
LPLIPA2	-100.0	100.0
LPLIPA4	-99.99901789575394	100.0
LPLIPA5	-100.00000000000001	99.99950000034738
LPLIPA6	-100.0	100.0
LPSSYNEC	0.0056350508111679964	0.005895790390159861
MACPD	-100.0	100.0
MALS	-100.0	100.0
MCITD	-0.19371882710525767	100.0
MCITL2	-0.19371882817088704	100.0
MCITS	-0.19371882710525767	100.0
MCOATA	-91.88836960725463	100.0
MDH	-100.0	100.0
MDH2	0.0	100.0
MDH3	-100.0	100.0
MDRPD	0.004695875675835737	0.004913158658609973
ME1	-100.0	100.0
ME2	-100.0	100.0
METAT	0.004695875675893532	0.004913158658545037
METS	0.09794254981310502	0.10247445201956396
MICITD	-0.19371882817088704	100.0
MLTG2	-100.0	99.45077615632383
MLTG3	-100.0	100.0
MLTG4	-100.0	100.0
MLTG5	-99.17714356401673	100.0
MLTP1	-100.0	99.11029094662393
MLTP2	-99.57348032074553	99.11953270250586
MLTP3	-100.0	100.0
MMCD	-99.81484833049075	100.0
MME	-99.81484833049065	100.0
MMM2	-99.31117873032053	100.0
MOAT	0.0056350508111679964	0.005895790414493714
MOAT2	0.0056350508111679964	0.005895790390159861
MOHMT	-4.141090869280717e-05	4.141090869280717e-05
MTAN	0.004695875675977845	0.00491315867874938
MTHFC	-99.09738414635646	100.0
MTHFD	-98.88291245877954	100.0
MTHFR2	0.13148451892710966	0.13756844243719968
MTRI	0.004695875675835737	0.00491315867874938
MTRK	0.004695875675835737	0.00491315867874938
NADH10	-100.0	100.0
NADH5	0.0	99.07087333933877
NADH9	-100.0	100.0
NADK	0.0	100.0
NADPPPS	-0.00042203555368303114	99.99964441737185
NAMNPP	-0.0019161713792925639	99.99864343712292
NDPK1	-100.0	100.0
NDPK2	-100.0	100.0
NDPK5	-100.0	100.0
NDPK6	-99.7456177062387	99.95936769464083
NDPK7	-99.68065736493006	99.70896692981717
NMNN	-0.0019161713792925639	100.0
NNDPR	0.0018313915136294204	0.0019161318768028401
NTD1	-99.28443535872434	100.0
NTD10	-100.0	100.0
NTD11	-100.0	100.0
NTD2	-100.0	100.0
NTD4	-100.0	100.0
NTD5	0.0	100.0
NTD6	-100.0	99.23191684441548
NTD8	-99.22885332318322	99.8132316075789
NTD9	-100.0	100.0
NTPTP1	-99.06556759835901	99.06486072185993
NTPTP2	-100.0	100.0
OBTFL	-99.04200139559336	99.31117869256502
OMCDC	0.2871192556166551	0.3004045579748289
OMPDC	0.21138148935703782	0.22116232761183596
ORPT	-0.22116232761182175	-0.21138148935705203
P5CR	-99.85912372972007	100.0
PANTS	-4.141090869280717e-05	4.141090869280717e-05
PAPAEC	-0.011791580780325717	99.98872989837787
PAPPT3	0.018515166951051487	0.01937188271045409
PAPSR	0.15634515559523837	0.16357940625480294
PDH	-100.0	100.0
PDXPP	-1.000017846308765e-10	100.0
PEPTEC	0.011270101622335993	0.011791580780319721
PFK	-100.0	100.0
PFL	-100.0	99.94321856479655
PGAMT	-0.05053534620143729	-0.04830043552417518
PGMT	-100.0	5.647908095133971
PGPPEC	-99.23731075492584	100.0
PGSAEC	-99.64990518262508	100.0
PHETA1	-0.12353084626937161	-0.11806773128225956
PLIPA1	-100.0	99.97578269829953
PMDPHT	6.708393822819045e-06	7.018798083524042e-06
PNTK	-4.141090869280717e-05	4.141090869280717e-05
ppa	-100.0	100.0
PPC	0.0	100.0
PPCDC	3.957952355466747e-05	4.1410908920624934e-05
PPCK	-100.0	100.0
PPM	-100.0	99.36006011275026
PPNCL2	3.957952355466746e-05	4.141090869282857e-05
PPND	0.08787995907940527	0.09194141107133783
PPNDH	0.11806773128225956	0.12353084626937161
PPS	-100.0	100.0
PPTGS	0.018515166951051487	0.01937188271045409
PRAGSr	0.3301260975752882	0.345401370608414
PRAIi	0.03622532664321909	0.03790150965102982
PRAIS	0.33012609757543565	0.34540137060857035
PRAMPC	0.060375544405289396	0.06316918275174135
PRASCS	0.33012609757534506	0.34540137060845666
PRATPP	0.060375544405289396	0.06316918275174135
PRFGS	0.3301260975753735	0.3454013706084993
PRMICIi	0.060375544405289396	0.06316918275174135
PROD2	-100.0	99.85912372972007
PRPPS	-99.36006015050685	100.0
PSCVT	0.2757149861174071	0.28762816954678827
PSDEC	-99.92382618814202	99.99825581981965
PSSAEC	-99.92208200574822	99.99687876208503
PTAr	-99.02709174345979	100.0
PTPATi	-4.141090869280717e-05	4.141090869280717e-05
PUNP1	-100.0	100.0
PUNP2	-100.0	100.0
PUNP4	-99.88386997307565	100.0
PUNP5	-99.01848891592603	100.0
PUNP6	-0.017336431266301133	98.9004445016599
PUNP7	-100.0	100.0
PYAM5PO	0.0	46.98451196555207
PYDAMK	0.0	100.0
PYDXK	0.0	100.0
PYDXNK	0.0	100.0
PYDXPP	0.0	100.0
PYK	-100.0	100.0
PYNP2r	-100.0	100.0
QULNS	0.0018313915136295026	0.0019161318768019624
RBFK	6.708393822819044e-06	7.009831183777808e-06
RBFSa	1.3416787645616936e-05	1.4037596167270135e-05
RBFSb	6.708393822808468e-06	7.01879808374609e-06
RNDR1	-100.0	99.09544718812651
RNDR2	-99.01655136482633	100.0
RNDR4	-100.0	100.0
RNTR1	-99.98343026725769	100.0
RNTR2	-100.0	100.0
S7PI	0.01690515243350399	0.017687371170480137
SADT2	0.15634515559523834	0.16357940625480294
SDPDS	0.23720880557488142	0.2481847009170603
SDPTA	-0.2481847009170603	-0.23720880557488142
SERDL	0.0	99.4411009020821
SHK3Dr	0.27571498611786277	0.28847260123283813
SHKK	0.2757149861178627	0.2884726012328381
SHSL1	0.09794254981310502	0.10247445201956396
SPMS	0.004695875675977845	0.004913158658467864
SSALx	-100.0	100.0
SSALy	-100.0	99.71706895827859
SUCD	-99.13788650056935	46.98634343257186
SUCOAS	-100.0	100.0
SULR	-0.16357940625480294	-0.15634515559523837
TDSK	0.0056350508111679964	0.005895790390159861
TESTAKGDH	-100.0	99.25496578203754
TESTNADTRHD	-100.0	100.0
THDPS	0.23720880557488142	0.2481847002334101
THRD	-100.0	99.11007704624126
THRDL	-99.81484833049049	99.49633036207516
TMAOR1	0.0	-0.0
TMAOR2	0.0	-0.0
TMDK1	0.0	100.0
TMDS	0.01656973274236151	0.017336431266306462
TRE6PH	-100.0	100.0
TRE6PP	0.0	100.0
TRE6PS	-6.074427774383764	99.72867297428115
TREH	0.0	100.0
TREHe	-6.074427774383764	6.217248937900877e-14
TRPAS2	-0.03790150965103578	100.0
TRPS1	0.0	100.0
TRPS2	0.0	99.99212896028725
TRPS3	-99.96377467335685	0.03790150965103578
TRSAR	-100.0	100.0
TYRTA	-0.09194625489368491	-0.08787995907940527
U23GAAT	0.011270101622335993	0.011791580780320388
UAAGDS	0.018515166951051487	0.01937188271045409
UAGAAT	0.011270101622335993	0.011791580780320388
UAGCVT	0.01851516695101907	0.019371882710487398
UAGDP	0.04830043552417518	0.05053534620143729
UAGPT3	0.018515166951051487	0.01937188271045409
UAMAGS	0.018515166951051487	0.019371882710487398
UAMAS	0.01851516695101907	0.019371882710487398
UAPGR	0.01851516695101907	0.019371882710487398
UDCPDP	0.018515166951051487	0.01937188271045409
UGMDDS	0.018515166951051487	0.01937188271045409
UHGADA	0.011270101622335993	0.011791580780320388
UMPK	-98.7783302193395	100.0
UNK3	0.004695875675893532	0.004913158658545037
UPPRT	-100.0	100.0
URIDK2r	-99.78103802562326	100.0
URIK2	-99.37662980773675	100.0
USHD	0.0056350508111679964	0.005895790390159861
VALTA	-100.0	99.3474074489163
VPAMT	-99.73032256832118	99.6170848805935
XPPT	-100.0	100.0
biomass	0.6708393822857204	0.7018798083485507
EX_ac	8.826068397839	12.84593332748
EX_h2o	16.103440453574393	17.346813674214985
EX_nh3	-8.259854073276543	-7.738956551196683
EX_pi	-0.6697596826828285	-0.6401397596305254
EX_so4	-0.163579406254803	-0.1563451555952384
ACt2r	-12.841706670631275	-8.82606839783898
ARGabc	-100.0	100.0
ARGORNt7	-100.0	100.0
ATPS4r	0.0	100.0
Cex	-100.0	-4.68771694194225
CHLabc	0.0	100.0
CHLt2r	-100.0	-0.0
CYTBD	0.0	100.0
DMSOR1e	0.0	-0.0
DMSOR2e	0.0	-0.0
FDH2	0.0	99.49297389222099
FDH3	-100.0	89.9709872830552
FRUpts	0.0	-0.0
FRUpts2	0.0	-0.0
FUMt22	-100.0	100.0
GALabc	0.0	100.0
GALt2	-100.0	-0.0
GLCDe	0.0	9.531228305402164
GLCNt2r	0.0	9.531228305809712
GLCpts	0.0	12.148855548767477
GLCt2	0.0	12.148855548767624
GLYBabc	0.0	100.0
GLYBt2r	-99.21155752779298	-0.0
GLYC3Pabc	0.0	0.669759804874503
GLYC3Pt6	-0.669759682682809	-0.0
Ht	-100.0	-0.0
HYD1	0.0	100.0
HYD2	-100.0	100.0
HYD3	-100.0	100.0
ILEabc	0.0	100.0
ILEt2r	-99.83824418677182	-0.0
LEUabc	0.0	100.0
LEUt2r	-100.0	-0.0
LYSabc	-100.0	100.0
LYSt2r	-99.04584148458157	100.0
NADH6	0.0	99.10547374602774
NADH7	-100.0	100.0
NADH8	-100.0	100.0
NH3t	7.738956551196809	8.259854073276466
NMNt7	-100.0	100.0
NO3R1	-99.75715855377369	-0.0
NO3R2	0.0	99.54048702260319
ORNabc	0.0	100.0
PIabc	0.0	0.6697596826827806
PIt2r	0.0	0.6697596826832601
PTRCabc	0.0	100.0
PTRCORNt7	-100.0	100.0
PTRCt2r	-100.0	100.0
SUCCabc	-100.0	100.0
SUCCt22	-100.0	100.0
SUCFUMt	-100.0	100.0
SULabc	0.15634515559523837	0.16357940625480297
THD2	-100.0	100.0
TMAOR1e	0.0	-0.0
TMAOR2e	0.0	-0.0
TREpts	2.842170943040401e-14	6.074427774383764
VALabc	0.0	99.09722325952072
VALt2r	-100.0	-0.0
biomass_ce	0.6708393822857204	0.7018798083485507
biomass_EX	0.670839382285755	0.7018798083485249
OROTex	0.0	100.0
DCTA	-99.73811580193959	0.35540588204754897
EX_oro	0.261884198060484	0.35540588204754797
